Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.",
I16327,I16327,"2112 (P7A-32605, Obj. 10, gr. 4)",petrous,2021,PattersonNature2021,Direct: IntCal20,2592,68,"771-541 calBCE (2490±20 BP, PSUAMS-10022)",..,Czech_IA_Hallstatt,"NW Bohemia, Louny, Stradonice",Czech Republic,50.291389,14.045556,Repulldown on 3.2M snpset,1240K,1,0.918372,483517,259577,M,n/a (no relatives detected),..,..,124.1,H3,"[0.977,0.997]",0.111,0.437,ss.half,S16327.Y1.E1.L1,PASS,..,
I16329,I16329,"2114 (P7A-32598, Obj. 5)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2625,72,800-550 BCE,..,Czech_IA_Hallstatt,"NW Bohemia, Louny, Stradonice",Czech Republic,50.291389,14.045556,Repulldown on 3.2M snpset,1240K,1,0.043193,48321,25345,F,n/a (no relatives detected),n/a (female),n/a (female),7.248,W6a,"[0.894,0.972]",0.184,0.016,ss.half,S16329.Y1.E1.L1,PASS,"mtcontam=[0.894,0.972]",
I17312_d,I17312,2841 (P7A-31689),bone,2021,PattersonNature2021,Context: Archaeological - Period,2625,72,800-550 BCE,..,Czech_IA_Hallstatt,"NW Bohemia, Litoměřice, Lovosice",Czech Republic,50.511157,14.063419,Repulldown on 3.2M snpset,1240K,1,0.013839,15456,7773,M,"Czech Republic, Lovosice Family A (2 members) (I14983-I17312 have a 2d or 3d relationship)",..,..,5.600459,X2b4,"[0.926,0.992]",0.963,0.474,ss.half,S17312.Y1.E2.L1,PASS,..,
I17607,I17607,"2569 (P7A-32601, Obj. 9, gr. 2)",tooth (molar),2021,PattersonNature2021,Context: Archaeological - Period,2625,72,800-550 BCE,..,Czech_IA_Hallstatt,"NW Bohemia, Louny, Stradonice",Czech Republic,50.291389,14.045556,Repulldown on 3.2M snpset,1240K,1,0.086637,91913,49204,M,n/a (no relatives detected),..,..,19.48,I4a,"[0.968,0.994]",0.061,0.412556054,ss.half,S17607.E1.L1,PASS,damage.ss.half=0.061,
I16087,I16087,"2100 (P7A-37517, C2)",petrous,2021,PattersonNature2021,Context: Date on family member I16088 agrees with archaeological context,2625,72,800-550 BCE,..,Czech_IA_Hallstatt_1d.rel.I16088,"NW Bohemia, Chomutov, Poláky",Czech Republic,50.336647,13.350577,Repulldown on 3.2M snpset,1240K,1,0.014526,16958,9192,M,"Czech Republic, Pol�ky Family A (3 members) (I16087-I16088 have a 1d relationship; I16088-I15071 have a 2d or 3d relationship)",..,..,2.245,U5b1b,"[0.708,0.932]",0.252,0.419,ds.half,S16087.Y1.E1.L1,QUESTIONABLE,"mtcontam=[0.708,0.932]",
I16086_d,I16086,"2097 (P7A-37503, A4)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2625,72,800-550 BCE,..,Czech_IA_Hallstatt_lc,"NW Bohemia, Chomutov, Poláky",Czech Republic,50.336647,13.350577,Repulldown on 3.2M snpset,1240K,1,0.007972,9469,4962,M,n/a (no relatives detected),..,..,4.097109,J1c1,..,..,0.30941704,ds.half,S16086.Y1.E1.L1,PASS,..,
I14982,I14982,"2286 (P7A-14343, 2/89)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2625,72,800-550 BCE,..,Czech_IA_Hallstatt_o_lc,"NW Bohemia, Litoměřice, Lovosice",Czech Republic,50.511157,14.063419,Repulldown on 3.2M snpset,1240K,1,0.005122,6053,3267,F,n/a (no relatives detected),n/a (female),n/a (female),1.119,n/a (<2x),n/a (<2x),0.212,0.024,ds.half,S14982.Y1.E1.L1,PASS,..,
DA111_noUDG.SG,DA111,"CGG_2_017983, Lovosice 2; 16, Lovosice 2; 16, Czech Republic",..,2018,DamgaardNature2018,Direct: IntCal20,2752,60,"909-592 calBCE (2630±48 BP, UBA-31219)",..,Czech_IA_Hallstatt.SG,..,Czech Republic,50.5099972,14.05,Repulldown on 3.2M snpset,Shotgun,..,0.863,532322,274754,M,n/a (no relatives detected),..,..,..,H6a1a,..,..,..,ds.minus,..,PASS,..,
DA112_noUDG.SG,DA112,"CGG_2_017984, Lovosice 2; 28, Lovosice 2; 28, Czech Republic",..,2018,DamgaardNature2018,Direct: IntCal20,2507,106,"753-403 calBCE (2430±40 BP, UBA-31220)",..,Czech_IA_Hallstatt.SG,..,Czech Republic,50.5099972,14.05,Repulldown on 3.2M snpset,Shotgun,..,0.407,299227,153299,F,n/a (no relatives detected),n/a (female),n/a (female),..,HV0+195,..,..,..,ds.minus,..,PASS,..,
I13780,I13780,"846 (P7A-16106, 13A)",petrous (CBD),2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.32529,769932,423451,M,n/a (no relatives detected),..,..,720.9,K1a26,"[0.995,1.000]",0.083,0.409,ds.half,S13780.Y1.E1.L1,PASS,"Xcontam=[0.008,0.015]",
I14984,I14984,"2342 (P7A-16364, 19/81) | 2857 (P7A-16364, 19/81)",petrous,2021,PattersonNature2021,Direct: IntCal20,2270,61,"396-210 calBCE (2270±20 BP, PSUAMS-10020)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,2,2.644272,754797,417768,M,"Czech Republic, Radosevice, Cemetery 1 Family A (2 members) (I14984-I17140 have a 2d or 3d relationship)",..,..,332.253425,H1+152,"[0.967,0.993]",0.162,0.406,"ds.half,ss.half","S14984.Y1.E1.L1,S17667.E1.L1",PASS,..,
I14985,I14985,"2343 (P7A-16312, 15/81)",petrous,2021,PattersonNature2021,Direct: IntCal20,2225,50,"370-197 calBCE (2210±20 BP, PSUAMS-10093)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,3.243078,770008,426161,F,"Czech Republic, Radosevice, Cemetery 1 Family D (4 members) (I17141-I17139 have a 1d relationship, I17141-I17143 have a 1d relationship, I17141-I14985 have a 1d relationship; I17139-I17143 have a 2d or 3d relationship, I17139-I14985 have a 2d or 3d relationship, I17143-I14985 have a 2d or 3d relationship)",n/a (female),n/a (female),324.3,H5c,"[0.948,0.976]",0.146,0.009,ds.half,S14985.Y1.E1.L1,PASS,"mtcontam=[0.948,0.976]",
I14986,I14986,"2344 (P7A-16366, 21/81)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2255,14,330-280 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,3.983903,800417,443053,M,n/a (no relatives detected),..,..,440.5,H73,"[0.993,1.000]",0.11,0.416,ds.half,S14986.Y1.E1.L1,PASS,..,
I14987,I14987,"2345 (P7A-16375, 7/81)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2255,14,330-280 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,1.159784,515518,284230,M,n/a (no relatives detected),..,..,113,T1a1,"[0.994,1.000]",0.119,0.422,ds.half,S14987.Y1.E1.L1,PASS,..,
I15039,I15039,"2489 (P7A-8362, 31B)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2185,32,290-180 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,4.207442,819867,453868,F,"Czech Republic, Radosevice, Cemetery 2 Family B (4 members) (I15039-I15953 have a mother-daughter relationship [order unknown]; I15952 has a 2d or 3d relationship to I15039-I15953; I15042-I15953 have a 2d or 3d relationship)",n/a (female),n/a (female),370,H6a1a,"[0.989,0.999]",0.091,0.008,ds.half,S15039.Y1.E1.L1,PASS,..,
I15040,I15040,"2490 (P7A-8366, 35/77)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2240,64,400-180 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,1.601496,726392,401855,M,n/a (no relatives detected),..,..,167.2,U5b1b1+@16192,"[0.959,0.984]",0.082,0.39,ds.half,S15040.Y1.E1.L1,PASS,..,
I15042,I15042,"2492 (P7A-8364, 33/77)",petrous,2021,PattersonNature2021,Direct: IntCal20,2225,50,"370-197 calBCE (2210±20 BP, PSUAMS-9773)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,4.273648,820156,453934,M,"Czech Republic, Radosevice, Cemetery 2 Family B (4 members) (I15039-I15953 have a mother-daughter relationship [order unknown]; I15952 has a 2d or 3d relationship to I15039-I15953; I15042-I15953 have a 2d or 3d relationship)",..,..,456.2,H26a1,"[0.988,0.999]",0.117,0.413,ds.half,S15042.Y1.E1.L1,PASS,..,
I15043,I15043,"2493 (P7A-8358, 21)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2240,23,330-250 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,4.680737,832921,461268,F,n/a (no relatives detected),n/a (female),n/a (female),404.5,U5b2b3a1,"[0.981,0.996]",0.124,0.007,ds.half,S15043.Y1.E1.L1,PASS,..,
I15044,I15044,"2494 (P7A-8342, 3 (B)",petrous,2021,PattersonNature2021,Direct: IntCal20,2230,51,"381-203 calBCE (2230±20 BP, PSUAMS-10095)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,3.948973,845992,467105,F,n/a (no relatives detected),n/a (female),n/a (female),402.5,H3v+16093,"[0.972,0.992]",0.115,0.007,ds.half,S15044.Y1.E1.L1,PASS,..,
I15045,I15045,"2495 (P7A-8360, 24/71)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2255,14,330-280 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,4.420206,831026,458660,F,n/a (no relatives detected),n/a (female),n/a (female),496.8,H13a1a1a,"[0.983,0.996]",0.108,0.009,ds.half,S15045.Y1.E1.L1,PASS,..,
I15046,I15046,"2496 (P7A-8352, 14/76)",petrous,2021,PattersonNature2021,Direct: IntCal20,2256,60,"394-208 calBCE (2260±20 BP, PSUAMS-10096)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,4.81796,835400,462468,F,n/a (no relatives detected),n/a (female),n/a (female),469.1,H4a1c1a,"[0.983,0.997]",0.094,0.009,ds.half,S15046.Y1.E1.L1,PASS,..,
I15047,I15047,"2497 (P7A-8367, 36)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2170,23,260-180 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,0.738586,537318,299240,M,n/a (no relatives detected),..,..,106.1,H13a1a1,"[0.985,0.998]",0.111,0.386,ds.half,S15047.Y1.E1.L1,PASS,..,
I15048,I15048,"2498 (P7A-8341, 2/74)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2385,26,480-390 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,2.040524,756252,420514,M,n/a (no relatives detected),..,..,229.7,H1aa1,"[0.976,0.994]",0.08,0.392,ds.half,S15048.Y1.E1.L1,PASS,..,
I15049,I15049,"2504 (P7A-8359, 22/81)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2275,43,400-250 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,0.859431,452731,248898,M,n/a (no relatives detected),..,..,82.7,W1+119,"[0.992,0.999]",0.128,0.425,ds.half,S15049.Y1.E1.L1,PASS,..,
I15950,I15950,"2499 (P7A-8340, 1)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2385,26,480-390 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,2.18743,686145,370801,M,n/a (no relatives detected),..,..,287.9,K1a4a1a2a,"[0.994,1.000]",0.096,0.453,ss.half,S15950.Y1.E1.L1,PASS,damage.ss.half=0.096,
I15951,I15951,"2500 (P7A-8351, 13)",petrous,2021,PattersonNature2021,Direct: IntCal20,2235,54,"385-206 calBCE (2240±20 BP, PSUAMS-10101)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,2.497232,689535,372762,M,"Czech Republic, Radosevice, Cemetery 2 Family A (2 members) (I15951-I17616 have a 1d relationship)",..,..,308.7,H13b1+200,"[0.979,0.997]",0.092,0.464,ss.half,S15951.Y1.E1.L1,PASS,damage.ss.half=0.092,
I15952,I15952,"2501 (P7A-8357, 20/70)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2310,23,400-320 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,2.429154,725801,391336,F,"Czech Republic, Radosevice, Cemetery 2 Family B (4 members) (I15039-I15953 have a mother-daughter relationship [order unknown]; I15952 has a 2d or 3d relationship to I15039-I15953; I15042-I15953 have a 2d or 3d relationship)",n/a (female),n/a (female),309.3,H6a1a,"[0.983,0.998]",0.11,0.015,ss.half,S15952.Y1.E1.L1,PASS,..,
I15954,I15954,"2503 (P7A-8342, 3 (A)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2305,14,380-330 BCE,adult ,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery II)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,2.326785,717386,387487,M,n/a (no relatives detected),..,..,228.5,H1q,"[0.977,0.994]",0.09,0.444,ss.half,S15954.Y1.E1.L1,PASS,damage.ss.half=0.09,
I16268,I16268,"1969 (P7A-16151, 71)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.158544,567787,305760,F,n/a (no relatives detected),n/a (female),n/a (female),219.4,K2a6,"[0.989,0.999]",0.105,0.01,ss.half,S16268.Y1.E1.L1,PASS,..,
I16269,I16269,"1970 (P7A-16113, 18)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.105031,112656,59521,M,n/a (no relatives detected),..,..,25.81,U4a2c,"[0.986,0.999]",0.162,0.408,ss.half,S16269.Y1.E1.L1,PASS,..,
I16270,I16270,"1971 (P7A-16117, 22)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.180161,181543,96084,F,n/a (no relatives detected),n/a (female),n/a (female),47.73,J1b1a1b,"[0.979,0.998]",0.059,0.017,ss.half,S16270.Y1.E1.L1,PASS,damage.ss.half=0.059,
I16271,I16271,"1972 (P7A-16138, 49)",petrous,2021,PattersonNature2021,Direct: IntCal20,2250,59,"391-208 calBCE (2255±20 BP, PSUAMS-10120)",..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.279691,608657,328965,F,n/a (no relatives detected),n/a (female),n/a (female),214.7,I2,"[0.993,1.000]",0.099,0.012,ss.half,S16271.Y1.E1.L1,PASS,damage.ss.half=0.099,
I16272,I16272,"1973 (P7A-16157, 78)",petrous,2021,PattersonNature2021,Direct: IntCal20,2239,56,"387-208 calBCE (2245±20 BP, PSUAMS-10121)",..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.439704,608989,328765,M,n/a (no relatives detected),..,..,183.7,J1c2e,"[0.981,0.996]",0.1,0.43,ss.half,S16272.Y1.E1.L1,PASS,..,
I16273,I16273,"1974 (P7A-16164, 2)",petrous,2021,PattersonNature2021,Direct: IntCal20,2046,37,"166-44 calBCE (2085±20 BP, PSUAMS-9715)",..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.556765,417792,223815,M,n/a (no relatives detected),..,..,163.3,H5a2,"[0.978,0.996]",0.102,0.421,ss.half,S16273.Y1.E1.L1,PASS,..,
I17139,I17139,"2741 (P7A-16308, 29860)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2220,12,290-250 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,1.26528,559347,302055,F,"Czech Republic, Radosevice, Cemetery 1 Family D (4 members) (I17141-I17139 have a 1d relationship, I17141-I17143 have a 1d relationship, I17141-I14985 have a 1d relationship; I17139-I17143 have a 2d or 3d relationship, I17139-I14985 have a 2d or 3d relationship, I17143-I14985 have a 2d or 3d relationship)",n/a (female),n/a (female),214.3,H5c,"[0.973,0.991]",0.069,0.014139475,ss.half,S17139.Y1.E1.L1,PASS,damage.ss.half=0.069,
I17143,I17143,"2745 (P7A-16365, 20/81)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2220,12,290-250 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,0.649571,450158,241901,M,"Czech Republic, Radosevice, Cemetery 1 Family D (4 members) (I17141-I17139 have a 1d relationship, I17141-I17143 have a 1d relationship, I17141-I14985 have a 1d relationship; I17139-I17143 have a 2d or 3d relationship, I17139-I14985 have a 2d or 3d relationship, I17143-I14985 have a 2d or 3d relationship)",..,..,148.1,H5c,"[0.943,0.971]",0.088,0.415937759,ss.half,S17143.Y1.E1.L1,PASS,"damage.ss.half=0.088, mtcontam=[0.943,0.971]",
I17145,I17145,"2747 (P7A-16374, 29738)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2255,14,330-280 BCE,..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,2.417962,689156,374416,M,Czech Republic cross-site Family A (2 members) (1d: I27684-I17145),..,..,390.2,H5a4a1,"[0.967,0.988]",0.072,0.442152328,ss.half,S17145.Y1.E1.L1,PASS,damage.ss.half=0.072,
I17146,I17146,"2748 (P7A-16377, 29830)",petrous,2021,PattersonNature2021,Direct: IntCal20,2197,75,"355-114 calBCE (2165±20 BP, PSUAMS-10123)",..,Czech_IA_LaTene,"NW Bohemia, Teplice, Radosevice (Cemetery I)",Czech Republic,50.410265,14.074597,Repulldown on 3.2M snpset,1240K,1,1.318084,600973,323620,M,"Czech Republic, Radosevice, Cemetery 1 Family B (2 members) (I17144-I17146 have a sibling relationship [brothers])",..,..,163.2,H1q,"[0.980,0.996]",0.096,0.432185133,ss.half,S17146.Y1.E1.L1,PASS,damage.ss.half=0.096,
I17314,I17314,"2905 (P7A-16101, 7)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.346974,457795,247603,M,n/a (no relatives detected),..,..,80.21,U5a1b,"[0.979,0.998]",0.092,0.490185845,ss.half,S17314.Y1.E2.L1,PASS,damage.ss.half=0.092,
I17315,I17315,"2906 (P7A-16115, 20)",petrous,2021,PattersonNature2021,Direct: IntCal20,2221,61,"358-170 calBCE (2185±20 BP, PSUAMS-10055)",..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.171709,164575,85638,F,"Czech Republic, Praha 5, Jinonice Family B (2 members) (I20523-I17315 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),21.22,H10e,"[0.947,0.987]",0.101,0.013387298,ss.half,S17315.Y1.E2.L1,PASS,..,
I17316,I17316,"2907 (P7A-16116, 21)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.583541,324743,172154,F,n/a (no relatives detected),n/a (female),n/a (female),41.26,J1c1b1a1,"[0.988,1.000]",0.099,0.021326436,ss.half,S17316.Y1.E2.L1,PASS,damage.ss.half=0.099,
I17317,I17317,"2908 (P7A-16118, 26)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.522878,477547,258336,M,n/a (no relatives detected),..,..,139.3,U5b2b2,"[0.984,0.998]",0.077,0.488176857,ss.half,S17317.Y1.E2.L1,PASS,damage.ss.half=0.077,
I17320,I17320,"2911 (P7A-16135, 47)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.348809,257860,135851,M,n/a (no relatives detected),..,..,25.66,U5b1b1d,"[0.954,0.988]",0.067,0.459519376,ss.half,S17320.Y1.E2.L1,PASS,damage.ss.half=0.067,
I17321,I17321,"2912 (P7A-16136, 48)",petrous,2021,PattersonNature2021,Direct: IntCal20,2225,53,"361-177 calBCE (2200±20 BP, PSUAMS-10125)",..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.471105,497574,269397,F,n/a (no relatives detected),n/a (female),n/a (female),92.67,K1a4a1,"[0.992,1.000]",0.065,0.018961269,ss.half,S17321.Y1.E2.L1,PASS,damage.ss.half=0.065,
I17322,I17322,"2913 (P7A-16144, 58)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,2.146427,573669,312816,F,n/a (no relatives detected),n/a (female),n/a (female),92,U2e1,"[0.966,0.990]",0.06,0.017911021,ss.half,S17322.Y1.E2.L1,PASS,damage.ss.half=0.06,
I17323,I17323,"2914 (P7A-16145, 60)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.669789,406905,217408,M,n/a (no relatives detected),..,..,77.2,I4a,"[0.980,0.995]",0.132,0.447693307,ss.half,S17323.Y1.E2.L1,PASS,..,
I17324,I17324,"2915 (P7A-16150, 64)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,0.086088,88208,45266,M,n/a (no relatives detected),..,..,11.35,W,"[0.909,0.971]",0.146,0.445250432,ss.half,S17324.Y1.E2.L1,PASS,"mtcontam=[0.909,0.971]",
I17327,I17327,"2918 (P7A-16160, 89)",petrous,2021,PattersonNature2021,Context: Archaeological - Period,2250,58,400-200 BCE,..,Czech_IA_LaTene,"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)",Czech Republic,50.054385,14.363387,Repulldown on 3.2M snpset,1240K,1,1.167976,475946,256472,M,n/a (no relatives detected),..,..,110.2,U5b2b1a1,"[0.988,1.000]",0.121,0.463790244,ss.half,S17327.Y1.E2.L1,PASS,"Xcontam=[0.005,0.015]",
